Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Biome Essence Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celestial Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Amethyst Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Amethyst
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ruby Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ruby
appliedenergistics2:item.ItemFacade:0, Cable Facade - Peridot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Peridot
appliedenergistics2:item.ItemFacade:0, Cable Facade - Topaz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Topaz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tanzanite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tanzanite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Malachite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Malachite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sapphire Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Sapphire
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amber Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Amber
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crag Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hive Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Empty Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Filled Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bamboo Thatching
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud Bricks Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Rock Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cypress Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Japanese Maple Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rainbow Eucalyptus Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Autumn Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bald Cypress Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bald Cypress Quarter Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rainbow Eucalyptus Quarter Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Quarter Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Quarter Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Quarter Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bald Cypress Elbow Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rainbow Eucalyptus Elbow Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cypress Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Japanese Maple Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rainbow Eucalyptus Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Autumn Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bald Cypress Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sakura Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Powder Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infested End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burned End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enchanted End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stardust Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Laboratory Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowing Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Wall)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Rock)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Ceiling)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Disabled)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Triggerable - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Triggerable - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Non-triggerable - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Non-triggerable - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Spread - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Spread - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Square - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Square - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Laboratory Floor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cinder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Igneous Rock Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Falling Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.1.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.2.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.3.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.4.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.5.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sphalerite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sphalerite with Stardust
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.biomeIslandCore.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Glowing Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Glowing Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowing Obsidian Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Instability Orb Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreCopper
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreTin
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreUran
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreLead
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockAlloy
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockBasalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalCopper
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalTin
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalBronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalUranium
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalLead
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalAdvIron
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockITNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Apatite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Apatite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Decoration Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Decoration Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silicon Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid Meteoric Iron
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.tinSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.tinSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.moonSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.moonBricksSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.marsSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.marsBricksSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Greatwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beehive
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lead
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Creosote Wood Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crushed Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bleached Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Bleached Bone Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bleached Bone Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Bleached Bone Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Bleached Bone Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bleached Bone Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood Stained Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Blood Stained Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood Stained Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Blood Stained Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Blood Stained Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood Stained Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frost Bound Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Frost Bound Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frost Bound Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Frost Bound Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Frost Bound Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frost Bound Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infernal Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Infernal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infernal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Infernal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Infernal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infernal Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Etched Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Brick
